code,district,name,street,city,zip_code,email,abbreviation
710060416,511,Základná škola,Stránske 80,Stránske,01313,zsstranske@centrum.sk,ZStr80ZA
037813382,511,Základná škola s MŠ,Športovcov 342,Stráňavy,01325,zs@stranavy.sk,ZSp342ZA
000614505,511,ZŠ Žofie Bosniakovej,Školská 18,Teplička nad Váhom,01301,riaditel@zszofiebosniakovej.sk,ZSko18ZA
037813269,511,Základná škola s MŠ,Školská 490,Teplička nad Váhom,01301,zdravie@zsteplicka.edu.sk,ZSk490ZA
042064872,511,Základná škola s MŠ,Školská 86,Terchová,01306,zsmsterchova@gmail.com,ZSko86ZA
037813021,511,Základná škola,Školská 394,Turie,01312,zsturie@zsturie.edu.sk,ZSk394ZA
037810944,511,Základná škola s MŠ,M. R. Štefánika 432,Varín,01303,skola@skola-varin.sk,ZMR432ZA
037813366,511,Základná škola s MŠ,Višňové 446,Višňové,01323,zsvisnove@gmail.com,ZVi446ZA
037811789,511,Základná škola s MŠ,Brodňanská 110/17,Žilina,01014,zsbrodno@gmail.com,ZBro17ZA
037812882,511,Základná škola s MŠ,Do Stošky 8,Žilina,01004,banovaskola@gmail.com,ZDoSt8ZA
037811762,511,Základná škola s MŠ,Dolná Trnovská 36,Žilina,01001,riaditel.zstrnove@gmail.com,ZDol36ZA
037904299,511,Cirkevná základná škola,Gaštanová 53,Žilina,01007,czs@solinky.sk,CGas53ZA
037810898,511,Základná škola s MŠ,Gaštanová 56,Žilina,01007,zsgastanovaza@gmail.com,ZGas56ZA
037813277,511,Základná škola,Jarná 20,Žilina,01001,zsjarna@gmail.com,ZJar20ZA
037813013,511,Základná škola,Karpatská 8063/11,Žilina,01008,riaditel@zskarza.edu.sk,ZKar11ZA
037812891,511,Základná škola,Lichardova 24,Žilina,01001,riaditel@zslichardova.sk,ZLic24ZA
037810880,511,Základná škola,Limbová 30,Žilina,01007,skola@zslimbovaza.edu.sk,ZLim30ZA
000624128,511,Základná škola,Martinská 20,Žilina,01008,zrs@zsmartinska.sk,ZMar20ZA
710171030,511,ZŠ pri SŠ KP,Na Závaží 2,Žilina,01001,skola@sskp.sk,ZNaZa2ZA
037815091,511,Základná škola,Námestie mladosti 1,Žilina,01015,zsmladosti.hajik@gmail.com,ZName1ZA
037906542,511,Súkromná základná škola,Oravská cesta 11,Žilina,01001,oravskaszs@gmail.com,SOra11ZA
037813056,511,Cirkevná ZŠ R. Zaymusa,Romualda Zaymusa 3,Žilina,01001,czszaymusa@gmail.com,CRomu3ZA
037812980,511,Základná škola,Slov. dobrovoľníkov 122/7,Žilina,01003,zsbudatin@zsbudatin.sk,ZSlov7ZA
037813064,511,Základná škola s MŠ,Ulica sv. Gorazda 1,Žilina,01008,riaditel@zsgorazda.sk,ZUlic1ZA
037812904,511,Základná škola,V. Javorku 32,Žilina,01001,riaditel@zsjavorku.sk,ZVJa32ZA
037810901,511,Základná škola s MŠ,Školská 49,Žilina,01004,skola@map.sk,ZSko49ZA
710114567,511,Základná škola,Ďurčiná 225,Ďurčiná,01501,zsdurcina@centrum.sk,ZDu225ZA
035677813,601,Základná škola s MŠ,Tajovského 2,Badín,97632,zsbadin@zsbadin.edu.sk,ZTajo2BB
051786249,601,ZŠ s MŠ J. B.,Bakossova 5,Banská Bystrica,97401,skola@zsbakbb.edu.sk,ZBako5BB
035677741,601,Základná škola J.G.T.,Gaštanová 12,Banská Bystrica,97409,skola@zsjgtbb.sk,ZGas12BB
017067391,601,Základná škola,Golianova 8,Banská Bystrica,97401,zsgolianova@gmail.com,ZGoli8BB
042393141,601,Súkr. základná škola,Lazovná  6,Banská Bystrica,97401,nasa@rodinnaskola.sk,SLazo6BB
042007453,601,Súkromná základná škola,Mládežnícka 51,Banská Bystrica,97404,skoladracik@gmail.com,SMla51BB
035677708,601,Základná škola,Moskovská 2,Banská Bystrica,97404,tajomnik@zsmosbb.eu,ZMosk2BB
000652709,601,Základná škola s MŠ Š.M,Nám.Štefana Moysesa 23,Banská Bystrica,97401,zsmoyses@gmail.com,ZNam23BB
042002931,601,Základná škola,Okružná 2,Banská Bystrica,97404,marek.golian@narniabb.sk,ZOkru2BB
035677732,601,Základná škola,Pieninská 27,Banská Bystrica,97411,zspieninska@gmail.com,ZPie27BB
052439666,601,Základná škola s MŠ,Radvanská 1,Banská Bystrica,97405,zsradvan@stonline.sk,ZRadv1BB
037896083,601,Súkromná základná škola,Ružová 14,Banská Bystrica,97411,skolaufilipa@skolaufilipa.sk,SRuz14BB
035677775,601,Základná škola,Sitnianska 32,Banská Bystrica,97411,skola@zssitnianska.sk,ZSit32BB
035677716,601,Základná škola SSV,Skuteckého 8,Banská Bystrica,97401,zsssvbb@gmail.com,ZSkut8BB
035677783,601,Základná škola,Spojová 14,Banská Bystrica,97404,sekretariat@zsspojbb.sk,ZSpo14BB
035677767,601,Základná škola,Trieda SNP 20,Banská Bystrica,97447,zs.snp20@stonline.sk,ZTri20BB
035677686,601,Základná škola,Ďumbierska 17,Banská Bystrica,97411,skola@zsdumbb.edu.sk,ZDum17BB
035677805,601,Základná škola s MŠ,Brusno 622,Brusno,97662,zsbrusno@gmail.com,ZBr622BB
037957872,601,Základná škola,Harmanec 10,Harmanec,97603,henrieta26@post.sk,ZHar10BB
042191211,601,Základná škola s MŠ,Hiadeľ 14,Hiadeľ,97661,skolahiadel@gmail.com,ZHia14BB
035677821,601,Základná škola s MŠ A.S,Pod kostolom 332/25,Hrochoť,97637,riaditel@zshrochot.sk,ZPod25BB
710058306,601,Základná škola,Lučatín 176,Lučatín,97661,zs.lucatin@gmail.com,ZLu176BB
037998196,601,Základná škola s MŠ,Banícka 52,Malachov,97405,skolamalachov@gmail.com,ZBan52BB
042192609,601,Základná škola s MŠ,Námestie Hrdinov SNP 24,Medzibrod,97696,zsmedzibrod@gmail.com,ZNam24BB
037893009,601,Základná škola s MŠ,Podkonice 284,Podkonice,97613,skola@podkonice.sk,ZPo284BB
035677848,601,Základná škola s MŠ,Družstevná 201,Poniky,97633,zsponiky@zsponiky.sk,ZDr201BB
037892509,601,Základná škola s MŠ,Priechod 179,Priechod,97611,zspriechod@centrum.sk,ZPr179BB
017067405,601,Základná škola,Školská 4,Selce,97611,ekonomka.zsselce@gmail.com,ZSkol4BB
035677856,601,Základná škola,Školská 14,Slovenská Ľupča,97613,zsslovlupca@gmail.com,ZSko14BB
037889524,601,Základná škola,Staré Hory 327,Staré Hory,97602,zsstarhory@gmail.com,ZSt327BB
045018332,601,Základná škola s MŠ,Strelníky 42,Strelníky,97655,strelnikyzs@gmail.com,ZStr42BB
037891839,601,Základná škola s MŠ,Vlkanovská 68,Vlkanová,97631,Drahomira.Kotocova@iedu.sk,ZVlk68BB
035677830,601,Základná škola s MŠ,Nám. V. Dunajského 4/14,Ľubietová,97655,zs.lubietova@centrum.sk,ZNam14BB
037831054,602,Základná škola s MŠ,Banská Belá 315,Banská Belá,96615,zs@zsbbela.edu.sk,ZBa315BS
710231091,602,Súkr. základná škola,Akademická 13,Banská Štiavnica,96901,bakomi.skola@gmail.com,SAka13BS
710213760,602,Kat.spojená škola - CZŠ,Gwerkovej-Göllnerovej 9,Banská Štiavnica,96901,kancelaria@katgymbs.sk,KGwer9BS
035991488,602,Základná škola,Ludvíka Svobodu 40,Banská Štiavnica,96901,zsjkollara@centrum.sk,ZLud40BS
035991496,602,Základná škola,P. Dobšinského 17,Banská Štiavnica,96922,zs_j.horaka@zsjhbs.sk,ZPDo17BS
037831062,602,Základná škola s MŠ,Prenčov 203,Prenčov,96973,zakladnaskola@zsprencov.edu.sk,ZPr203BS
037831071,602,Základná škola s MŠ,Svätý Anton 47,Svätý Anton,96972,zsms@szsvanton.edu.sk,ZSva47BS
037831127,602,Základná škola s MŠ,Štiavnické Bane 128,Štiavnické Bane,96981,zsmhella@pobox.sk,ZSt128BS
710046880,603,Základná škola,Hlavná 278/45,Bacúch,97664,skolabacuch@centrum.sk,ZHla45BR
037828347,603,Základná škola,Beňuš 250,Beňuš,97664,zsbenus@zsbenus.edu.sk,ZBe250BR
037828452,603,Základná škola s MŠ,Máj.povst.čes.ľudu 35,Brezno,97703,zsmpcl@gmail.com,ZMaj35BR
037828533,603,Základná škola s MŠ,Pionierska 2,Brezno,97701,zskolap2@gmail.com,ZPion2BR
045016089,603,Základná škola s MŠ,Pionierska 4,Brezno,97701,zsraposa@gmail.com,ZPion4BR
042001838,603,Základná škola s MŠ,Dolná Lehota 161,Dolná Lehota,97698,zsdlehota@post.sk,ZDo161BR
037828355,603,Základná škola,Školská 604/17,Heľpa,97668,skola@zshelpa.edu.sk,ZSko17BR
710058268,603,Základná škola,Horná Lehota 65,Horná Lehota,97681,anem@centrum.sk,ZHor65BR
710058284,603,Základná škola,Partizánska cesta 407,Jasenie,97675,zsjasenie@gmail.com,ZPa407BR
037828479,603,Základná škola s MŠ,Školská 35,Nemecká,97697,zssmsnemecka@gmail.com,ZSko35BR
037828410,603,Základná škola K. J.,Kolkáreň 7/12,Podbrezová,97681,zspodbrezova@gmail.com,ZKol12BR
037828363,603,Základná škola s MŠ,Kpt. Nálepku 878,Pohorelá,97669,zspohorela@stonline.sk,ZKp878BR
710261535,603,Spojená škola - ZŠ,Hlavná 1,Pohronská Polhora,97656,sspolhora@gmail.com,SHlav1BR
037828495,603,Základná škola,Komenského 34,Polomka,97666,zspolom@pobox.sk,ZKom34BR
037828461,603,Základná škola s MŠ,Školská 418,Predajná,97663,zspredajna@gmail.com,ZSk418BR
037828380,603,Základná škola,Telgárt 68,Telgárt,97673,zs.telgart@centrum.sk,ZTel68BR
037828401,603,Základná škola J. S.,Októbrová 16,Valaská,97646,riaditel@zsvalaska.edu.sk,ZOkt16BR
037828487,603,Základná škola s MŠ,Hviezdoslavova 30,Závadka nad Hronom,97667,skolazavadkanh@stonline.sk,ZHvi30BR
037828371,603,Základná škola,Kráľovohoľská 413,Šumiac,97671,skolasumiac@gmail.com,ZKr413BR
037828541,603,Základná škola,"Jánošovka, Školská 511/2",Čierny Balog,97652,zsjanosovka@gmail.com,ZJano2BR
037831275,604,Základná škola J.J.T.,A. Bernoláka 20,Detva,96212,skola@4zsdt.sk,ZABe20DT
037831259,604,Základná škola,Kukučínova 480/6,Detva,96212,riaditel@1zsdetva.sk,ZKuku6DT
035997621,604,Základná škola,Ul. Obrancov mieru 884,Detva,96212,3zsdetva@gmail.com,ZUl884DT
042302498,604,Základná škola s MŠ A.V,Štúrova 12,Detva,96212,zsstudt@zsstudt.edu.sk,ZStu12DT
037831356,604,Základná škola s MŠ M.K,Detvianska Huta 369,Detvianska Huta,96205,zsmk@zoznam.sk,ZDe369DT
037831291,604,Základná škola s MŠ,Krivec 1355,Hriňová,96205,zskrivec@gmail.com,ZKriveDT
037831283,604,Základná škola s MŠ,Školská 1575,Hriňová,96205,1zs@zshrinova.edu.sk,ZSkolsDT
037831305,604,Základná škola,Kriváň 435,Kriváň,96204,skola@zskrivan.edu.sk,ZKr435DT
710058900,604,Základná škola,Látky 51,Látky,98545,starosta@obeclatky.sk,ZLat51DT
037831313,604,Základná škola,Slatinské Lazy 112,Slatinské Lazy,96225,sllazy@centrum.sk,ZSl112DT
037831321,604,Základná škola J. D.,Vígľaš 436,Vígľaš,96202,zsviglas@gmail.com,ZVi436DT
037833715,605,Základná škola s MŠ,Bzovík 136,Bzovík,96241,zssmsbzovik136@gmail.com,ZBz136KA
037888722,605,Základná škola s MŠ,Cerovo 58,Cerovo,96252,zscerovo@gmail.com,ZCer58KA
710060157,605,Základná škola,Dolný Badín 28,Dolný Badín,96251,zsdbadin@stonline.sk,ZDol28KA
710261519,605,Spojená škola - ZŠ s MŠ,Ľudovíta Štúra 155,Dudince,96271,skola@skoladudince.sk,SLu155KA
037888757,605,Základná škola s MŠ,Cintorínska 135/9,Hontianske Moravce,96271,skolazshm@gmail.com,ZCint9KA
037833707,605,Základná škola s MŠ,Hontianske Nemce 77,Hontianske Nemce,96265,zshn@zshnemce.edu.sk,ZHon77KA
042195861,605,Základná škola s MŠ,Hontianske Tesáre 148,Hontianske Tesáre,96268,zs@honttesare.sk,ZHo148KA
037830813,605,Základná škola E.M.Š.,M. R. Štefánika 3,Krupina,96301,skola@zskrupina.sk,ZMRSt3KA
037833758,605,Základná škola,Školská 10,Krupina,96301,zsskolska@zsskolska.edu.sk,ZSko10KA
710060190,605,Základná škola,Litava 4,Litava,96244,zslitava@centrum.sk,ZLita4KA
037888536,605,Základná škola s MŠ A.M,Sebechleby 145,Sebechleby,96266,zssebechleby@zssebechleby.edu.sk,ZSe145KA
037833898,605,Základná škola s MŠ,Senohrad 129,Senohrad,96243,zssenohrad@gmail.com,ZSe129KA
037891723,606,Základná škola s MŠ,Belina 185,Belina,98601,zsbelina@gmail.com,ZBe185LC
710058861,606,Základná škola s VJM,Gagarinova 4,Biskupice,98601,zsbiskupice@freemail.hu,ZGaga4LC
710130353,606,Základná škola s VJM,Bulhary 12,Bulhary,98601,zsbulhary69@freemail.hu,ZBul12LC
710058802,606,Základná škola,Buzitka 138,Buzitka,98541,zs-buzitka@post.sk,ZBu138LC
037888480,606,Základná škola,Lúčna 8,Divín,98552,zsdivin@centrum.sk,ZLucn8LC
710058845,606,Základná škola,Dobroč 173,Dobroč,98553,zsdobroc@gmail.com,ZDo173LC
037828843,606,Základná škola,Farská lúka 64/A,Fiľakovo,98601,zs.farskaluka.filakovo@gmail.com,ZFar64LC
037828851,606,Základná škola s VJM,Farská lúka 64/B,Fiľakovo,98601,mocsary25@gmail.com,ZFar64LC
037828878,606,Základná škola Š. K. II,Mládežnícka 7,Fiľakovo,98601,zs.mladeznicka@gmail.com,ZMlad7LC
037828860,606,Základná škola,Školská 1,Fiľakovo,98601,zsfilakovo@gmail.com,ZSkol1LC
710058870,606,Základná škola,Fiľakovské Kováče 274,Fiľakovské Kováče,98601,zsfilkovace@centrum.sk,ZFi274LC
037828886,606,Základná škola s MŠ,Družstevná 11,Halič,98511,zn453nim@zshalic.edu.sk,ZDru11LC
710058896,606,Základná škola,Holiša 61,Holiša,98557,zsholisa@post.sk,ZHol61LC
037832867,606,Základná škola,Školská 9,Lovinobaňa,98554,zslovinobana.v@centrum.sk,ZSkol9LC
045024057,606,Súkromná základná škola,Gemerská cesta 1,Lučenec,98401,palesova@sgymlc.sk,SGeme1LC
035991593,606,Základná škola M.R.Š.,Haličská cesta 1191/8,Lučenec,98403,zsstefanikalc@gmail.com,ZHali8LC
037833961,606,Základná škola,Haličská cesta 1493/7,Lučenec,98403,skola@zshal7lc.edu.sk,ZHali7LC
035991607,606,Súkr. ZŠ s MŠ DSA,Námestie Kubínyiho 42/6,Lučenec,98401,skola@zskubinylc.edu.sk,SName6LC
037833987,606,Základná škola L.N.,Rúbanisko II 3079,Lučenec,98403,zslnlc@gmail.com,ZRubanLC
037894323,606,Cirkevná základná škola,T. G. Masaryka 9,Lučenec,98401,skola@czslc.sk,CTGMa9LC
037888404,606,Základná škola s MŠ,Ulica J. Kármána 25/5,Lučenec,98401,zsmskarman.lc@gmail.com,ZUlic5LC
037833995,606,Základná škola,Ulica Vajanského 2844/47,Lučenec,98401,skola@zsvajanlc.edu.sk,ZUli47LC
037898086,606,Základná škola s MŠ,Ulica bratrícka 355/19,Lučenec,98401,zs.opatova@post.sk,ZUli19LC
710058934,606,Základná škola,Lipová 229,Mučín,98531,andreaben@centrum.sk,ZLi229LC
710058942,606,Základná škola,Mýtna 67,Mýtna,98553,zsmytna@mytna.sk,ZMyt67LC
710058950,606,Základná škola,Nitra nad Ipľom 96,Nitra nad Ipľom,98557,obecnitranadiplom@post.sk,ZNit96LC
037833251,606,Základná škola s MŠ,Radzovce 418,Radzovce,98558,zsradzovce@post.sk,ZRa418LC
710058993,606,Základná škola,Hlavná 9/5,Rapovce,98531,zsrapovce@azet.sk,ZHlav5LC
710059000,606,Základná škola,Školská 116,Ružiná,98552,zsruzina@centrum.sk,ZSk116LC
710059043,606,Základná škola,Školská 30,Tomášovce,98556,skola@tomasovce.sk,ZSko30LC
710059051,606,Základná škola,Trebeľovce 21,Trebeľovce,98531,zstrebelovce@azet.sk,ZTre21LC
710156545,606,Základná škola,Trenč 98,Trenč,98532,zstrenc@gmail.com,ZTre98LC
710059086,606,Základná škola,Veľká nad Ipľom 231,Veľká nad Ipľom,98532,zakladnaskola@zoznam.sk,ZVe231LC
710048629,606,Základná škola s VJM,Veľké Dravce 220,Veľké Dravce,98542,zsmvelkedravce@centrum.sk,ZVe220LC
710059108,606,Základná škola,Školská 220,Veľké Dravce,98542,zsmvelkedravce@centrum.sk,ZSk220LC
710059019,606,Základná škola s VJM,Šávoľ 51,Šávoľ,98541,zssavol@gymfilakovo.sk,ZSav51LC
710059027,606,Základná škola s VJM,Šíd 241,Šíd,98601,zs-sid@post.sk,ZSi241LC
710058810,606,Základná škola s VJM,Čakanovce 28,Čakanovce,98558,zscakanovce@zoznam.sk,ZCak28LC
710102686,606,Základná škola,Čamovce 33,Čamovce,98601,zscamovce@centrum.sk,ZCam33LC
710058780,607,Základná škola,Breznička 169,Breznička,98502,zs.breznicka@post.sk,ZBr169PT
037831577,607,Základná škola s MŠ,Banská 116/47,Cinobaňa,98522,machavoval@gmail.com,ZBan47PT
037831585,607,Základná škola s MŠ,Hrnčiarska Ves 82,Hrnčiarska Ves,98013,skola@zshrnves.edu.sk,ZHrn82PT
710059736,607,Základná škola,Hlavná 333,Hrnčiarske Zalužany,98012,zshrnciarskezaluzany@gmail.com,ZHl333PT
035991372,607,Základná škola s MŠ,SNP 158/20,Kalinovo,98501,riaditel@zskalinovo.sk,ZSNP20PT
037831542,607,Základná škola s MŠ,Štúrova 70,Kokava nad Rimavicou,98505,zssmskokava@gmail.com,ZStu70PT
035991364,607,Základná škola,Hlavná ulica 86/29,Málinec,98526,sekretariat@zsmalinec.sk,ZHla29PT
037831534,607,Základná škola,Slobody 2,Poltár,98701,zsslob.pt@gmail.com,ZSlob2PT
037831593,607,Základná škola,Školská 3,Poltár,98701,vedenie@zsskolpoltar.edu.sk,ZSkol3PT
042012678,607,Základná škola s MŠ,Uhorské 244,Uhorské,98525,riaditel@zsuhorske.edu.sk,ZUh244PT
037831607,607,Základná škola s MŠ,Utekáč 821,Utekáč,98506,zsutekac@centrum.sk,ZUt821PT
710059647,608,Základná škola s VJM,Držkovce 10,Držkovce,98262,ocudrzkovce@gmail.com,ZDrz10RA
037888994,608,Základná škola s VJM,Gemer 61,Gemer,98201,zsgemer@atlas.sk,ZGem61RA
037833944,608,Základná škola,Gemerská Ves 204,Gemerská Ves,98262,zsgemves@gmail.com,ZGe204RA
710063024,608,Základná škola,Hucín 32,Hucín,04913,kelemenjuli@centrum.sk,ZHuc32RA
037888714,608,Základná škola s MŠ,Železničná 245,Jelšava,04916,zsjelsava@gmail.com,ZZe245RA
710063032,608,Základná škola,Kameňany 8,Kameňany,04962,simanovalucia@centrum.sk,ZKame8RA
037833863,608,Základná škola s MŠ S.T,Lubeník 102,Lubeník,04918,skola@zslubenik.edu.sk,ZLu102RA
710063083,608,Základná škola,Muránska Dlhá Lúka 52,Muránska Dlhá Lúka,05001,zsmdl@centrum.sk,ZMur52RA
037888871,608,Základná škola s MŠ,Muráň 353,Muráň,04901,zssmsmuran@gmail.com,ZMu353RA
037888510,608,Základná škola,Ratková 229,Ratková,98265,zs.ratkova@zsratkova.edu.sk,ZRa229RA
037833871,608,Základná škola,Hviezdoslavova 1,Revúca,05001,skola@zshviere.edu.sk,ZHvie1RA
037833855,608,Základná škola I.B.Z.,Jilemnického 3,Revúca,05001,skola@zsibzochare.edu.sk,ZJile3RA
037833847,608,Základná škola J.A.K,Komenského 7,Revúca,05001,zskomre@zskomre.edu.sk,ZKome7RA
037888439,608,Základná škola,Sídlisko 165,Sirk,04964,zssirk@inmail.sk,ZSi165RA
037833693,608,Základná škola F.K.,Mierová 45,Tornaľa,98201,kfmtnyat@gmail.com,ZMie45RA
037833685,608,Základná škola P.J.Š.,Škultétyho 11,Tornaľa,98201,riaditel.zstornala@gmail.com,ZSku11RA
710170114,609,Základná škola s MŠ,Abovce 165,Abovce,98044,zsm.abovce@centrum.sk,ZAb165RS
710059574,609,Základná škola s VJM,Barca 24,Barca,98251,zsbarca@post.sk,ZBar24RS
710059582,609,Základná škola s VJM,Blhovce 260,Blhovce,98032,zs@zsblhovce.edu.sk,ZBl260RS
037831739,609,Základná škola,Bátka 172,Bátka,98021,hospodarka@zsbatka.sk,ZBa172RS
710059590,609,Základná škola s VJM,Cakov 21,Cakov,98042,zscakov@centrum.sk,ZCak21RS
710059604,609,Základná škola s VJM,Chanava 30,Chanava,98044,zschanava@gmail.com,ZCha30RS
710059655,609,Základná škola,Dubovec 118,Dubovec,98041,zsdubovec@atlas.sk,ZDu118RS
710059671,609,Základná škola,Figa 103,Figa,98251,zsfiga@post.sk,ZFi103RS
710059973,609,Základná škola s VJM,Gemerské Michalovce 3,Gemerské Michalovce,98252,zs.gem.michalovce@gmail.com,ZGeme3RS
037831771,609,Základná škola s MŠ,Gemerský Jablonec 244,Gemerský Jablonec,98035,zs.gemjablonec@gmail.com,ZGe244RS
710059701,609,Základná škola s VJM,Gortva 135,Gortva,98002,zsgortva@gmail.com,ZGo135RS
051491346,609,Základná škola s MŠ,Hajnáčka 419,Hajnáčka,98033,idakovacsova@zshajnacka.edu.sk,ZHa419RS
037888650,609,Základná škola,Klokočova 742,Hnúšťa,98101,riaditel@zs1hnusta.edu.sk,ZKl742RS
035991755,609,Základná škola J.F.R.,Nábrežie Rimavy 457,Hnúšťa,98101,zsnrhnusta@gmail.com,ZNa457RS
037888587,609,Základná škola,Hodejov 130,Hodejov,98031,skola@zshodejov.edu.sk,ZHo130RS
037888862,609,Základná škola s MŠ,Hlavná 144,Hostice,98004,zshostice@zoznam.sk,ZHl144RS
037831747,609,Základná škola s MŠ S.V,Železničná 26,Hrachovo,98052,zs.samavozara@gmail.com,ZZel26RS
710059752,609,Základná škola,Husiná 156,Husiná,98542,uipal@zshusina.edu.sk,ZHu156RS
037888684,609,Základná škola,Mieru 154,Jesenské,98002,sekretariat@zssjesenske.edu.sk,ZMi154RS
037888625,609,Základná škola s VJM,Námestie Slobody 141,Jesenské,98002,zs.szombathyho@stonline.sk,ZNa141RS
710059779,609,Základná škola,Kaloša 50,Kaloša,98252,zskalosa@post.sk,ZKal50RS
050431498,609,ZŠ s MŠ V.M.,9. mája 718,Klenovec,98055,zsvmklenovec@zsvmklenovec.edu.sk,Z9m718RS
710059795,609,Základná škola,Kráľ 226,Kráľ,98045,zskral226@gmail.com,ZKr226RS
710059809,609,Základná škola s VJM,Kráľ 266,Kráľ,98045,priskamatasova@gmail.com,ZKr266RS
710059817,609,Zákl. škola s MŠ s VJM,Hlavná 30,Lenartovce,98044,zslenartovce@gmail.com,ZHla30RS
710059825,609,Základná škola s VJM,Neporadza 12,Neporadza,98045,zsneporadza@centrum.sk,ZNep12RS
710059833,609,Zákl. škola s MŠ s VJM,Nová Bašta 5,Nová Bašta,98034,zssmssvavjm@post.sk,ZNova5RS
045025274,609,Základná škola s MŠ,Hlavná 66,Ožďany,98011,zsozdany@zsozdany.edu.sk,ZHla66RS
710059841,609,Základná škola s VJM,Radnovce 63,Radnovce,98042,zs.radnovce@gmail.com,ZRad63RS
037888609,609,Základná škola s MŠ,Fľaková 8,Rimavská Baňa,98053,zsrimbana@zsrimbana.edu.sk,ZFlak8RS
035991861,609,Základná škola,Záhradná 31,Rimavská Seč,98042,zsrimasec@gmail.com,ZZah31RS
037955942,609,Evanj.základná škola,Daxnerova 42,Rimavská Sobota,97901,eskola@rsnet.sk,EDax42RS
037831721,609,Základná škola,Dr. V. Clementisa 13,Rimavská Sobota,97901,skola@zsclemrs.edu.sk,ZDrV13RS
037828291,609,Základná škola P.K.H.,Družstevná 835,Rimavská Sobota,97901,zshostinskeho@gmail.com,ZDr835RS
037950975,609,Základná škola s MŠ,Dúžavská cesta 11/1054,Rimavská Sobota,97901,duzavskacesta@zsmsduzavskars.sk,ZDuzavRS
042396727,609,Súkr. základná škola,K. Mikszátha 1,Rimavská Sobota,97901,skolacreative@teatro.email,SKMik1RS
037828312,609,Základná škola P.D.,P. Dobšinského 1744,Rimavská Sobota,97901,riaditel@zspdobsinskeho.eu.sk,ZPDobsRS
035991852,609,Základná škola M.T.,Šrobárova 12,Rimavská Sobota,97901,zstompu1908@gmail.com,ZSro12RS
710059876,609,Základná škola,Rimavské Janovce 425,Rimavské Janovce,98001,zsrim.janovce@gmail.com,ZRi425RS
710059868,609,Základná škola s VJM,Rimavské Janovce 84,Rimavské Janovce,98001,rimjanovce.zsmad@gmail.com,ZRim84RS
710059949,609,Základná škola s VJM,Sútor 52,Sútor,98001,zssutor@azet.sk,ZSut52RS
710059957,609,Základná škola s MŠ,Tachty 72,Tachty,98034,tajtiiskola@post.sk,ZTac72RS
037888820,609,Základná škola s MŠ,Teplý Vrch 57,Teplý Vrch,98023,zstvrch@gmail.com,ZTep57RS
037828304,609,Základná škola Dr.V.C.,Francisciho 803,Tisovec,98061,riaditel@zsfranti.edu.sk,ZFr803RS
710059965,609,Základná škola s VJM,Uzovská Panica 127,Uzovská Panica,98022,zsuzpanica@post.sk,ZUz127RS
710060009,609,Základná škola s VJM,Kúpeľná 164,Veľký Blh,98022,zs@velkyblh.sk,ZKu164RS
710059981,609,Základná škola s VJM,Včelince 44,Včelince,98050,zs.vcelince@gmail.com,ZVce44RS
710059914,609,Základná škola s VJM,Šimonovce 167,Šimonovce,98003,zsimonovce@zoznam.sk,ZSi167RS
710059922,609,Základná škola s VJM,Hlavná 27,Širkovce,98002,veresferdinand@gmail.com,ZHla27RS
710059930,609,Základná škola s VJM,Štrkovec 63,Štrkovec,98045,zs.strkovec@gmail.com,ZStr63RS
710059639,609,Základná škola s VJM,Číž 145,Číž,98043,zssvjmciz@centrum.sk,ZCi145RS
037833812,610,Základná škola s VJM,Hlavná 294,Balog nad Ipľom,99111,balog@zsaibalni.edu.sk,ZHl294VK
037831801,610,Základná škola s MŠ,Krtíšska 26,Bušince,99122,zssmsbusince@szm.sk,ZKrt26VK
037831828,610,Základná škola s MŠ,Imre Madácha 3,Dolná Strehová,99102,strehovazs@gmail.com,ZImre3VK
710274220,610,Základná škola,Dolné Plachtince 34,Dolné Plachtince,99124,zsdolneplachtince@centrum.sk,ZDol34VK
037831712,610,Základná škola s MŠ,Hrušov 497,Hrušov,99142,zshrusov@post.sk,ZHr497VK
037831780,610,Základná škola s MŠ,Lipové nám. 296/28,Modrý Kameň,99201,zs-msmodrykamen@mail.t-com.sk,ZLip28VK
710226241,610,Základná škola,Muľa 68,Muľa,99122,zsmula@centrum.sk,ZMul68VK
037889371,610,Základná škola s MŠ,Školská 50,Nenince,99126,zssms.nenince@gmail.com,ZSko50VK
031897797,610,Cirkevná základná škola,Olováry 132,Olováry,99122,a.kanyova@gmail.com,COl132VK
710060092,610,Základná škola,Sklabiná 133,Sklabiná,99105,zssklabina@gmail.com,ZSk133VK
710060114,610,Základná škola,Stredné Plachtince 33,Stredné Plachtince,99124,zs.strplachtince@post.sk,ZStr33VK
037831704,610,ZŠ internátna,Veľká Čalomija 65,Veľká Čalomija,99109,skola@zsvcalomija.edu.sk,ZVel65VK
710156677,610,Základná škola,Krtíšska 87,Veľké Zlievce,99123,zs.riaditel.velkezlievce@post.sk,ZKrt87VK
037831631,610,Základná škola,J.A.Komenského 4,Veľký Krtíš,99001,skola@skolakom.sk,ZJAKo4VK
037831640,610,Základná škola,Nám. A.H.Škultétyho 9,Veľký Krtíš,99001,zsskultetyho@gmail.com,ZNamA9VK
037888765,610,Základná škola,Poľná 1,Veľký Krtíš,99001,zspolnavkrtis@gmail.com,ZPoln1VK
